Station,Year,Day,Date,Time,Latitude,Longitude,Depth,Secchi,Temp,Co0,SpCo0,BeamAtten,Transmission,chla,PC,PAR,DO,au.chl,AquaFluor_PC,AquaFluor_CHL,Turbidity,TP,TDP,SRP,NH4,NO3,SiO2,Cl,TSS,VSS,POC,PON,DOC,ExChla,ExPC,pMC,dMC,pMC_LC_MS,TCyanos_cells,TCyanos_volume
LE1,2008,26-Jun,6/26/08,,41.75,83.104,,3.4,,,,,,,,,,,,,,21.67,,,,,,,,,,,,1.54,,0.02,,,,
LE2,2008,26-Jun,6/26/08,,41.821,83.186,,4.9,,,,,,,,,,,,,,22.61,,,,,,,,,,,,2.15,,0.01,,,,
LE3,2008,26-Jun,6/26/08,,41.788,83.356,,3.2,,,,,,,,,,,,,,58.16,,,,,,,,,,,,1.72,,0.01,,,,
LE4,2008,26-Jun,6/26/08,,41.742,83.401,,2.2,,,,,,,,,,,,,,71.25,,,,,,,,,,,,2.22,,0.03,,,,
LE5,2008,26-Jun,6/26/08,,41.716,83.455,,0.2,,,,,,,,,,,,,,245.25,,,,,,,,,,,,51.2,,0.13,,,,
LE6,2008,26-Jun,6/26/08,,41.733,83.297,,1.4,,,,,,,,,,,,,,39.45,,,,,,,,,,,,9.6,,0.03,,,,
LE7,2008,26-Jun,6/26/08,,41.7155,83.2,,2.4,,,,,,,,,,,,,,18.87,,,,,,,,,,,,5.77,,0.01,,,,
LE8,2008,26-Jun,6/26/08,,41.8322,83.28,,1.9,,,,,,,,,,,,,,30.09,,,,,,,,,,,,4.77,,0.02,,,,
LE9,2008,26-Jun,6/26/08,,41.85,83.08,,2.5,,,,,,,,,,,,,,27.28,,,,,,,,,,,,1.74,,0.01,,,,
LE10,2008,26-Jun,6/26/08,,41.8912,83.1963,,2.4,,,,,,,,,,,,,,35.7,,,,,,,,,,,,14.13,,0.01,,,,
LE13,2008,26-Jun,6/26/08,,41.6751,83.1228,,3.9,,,,,,,,,,,,,,36.64,,,,,,,,,,,,2.45,,0.01,,,,
LE1,2008,4-Aug,8/4/08,,41.75,83.104,,,,,,,,,,,,,,,,28.07,,,,,,,,,,,,5.52,,0.04,,,,
LE2,2008,4-Aug,8/4/08,,41.821,83.186,,4,,,,,,,,,,,,,,22.52,,,,,,,,,,,,2.53,,0.04,,,,
LE3,2008,4-Aug,8/4/08,,41.788,83.356,,2,,,,,,,,,,,,,,40.11,,,,,,,,,,,,5.24,,0.16,,,,
LE4,2008,4-Aug,8/4/08,,41.742,83.401,,1.4,,,,,,,,,,,,,,52.14,,,,,,,,,,,,4.64,,0.16,,,,
LE5,2008,4-Aug,8/4/08,,41.716,83.455,,0.3,,,,,,,,,,,,,,120.63,,,,,,,,,,,,45,,0.03,,,,
LE6,2008,4-Aug,8/4/08,,41.733,83.297,,1.4,,,,,,,,,,,,,,38.25,,,,,,,,,,,,12,,0.12,,,,
LE7,2008,4-Aug,8/4/08,,41.7155,83.2,,2.4,,,,,,,,,,,,,,29,,,,,,,,,,,,4.92,,0.06,,,,
LE8,2008,4-Aug,8/4/08,,41.8322,83.28,,3.1,,,,,,,,,,,,,,27.15,,,,,,,,,,,,7.44,,0.05,,,,
LE9,2008,4-Aug,8/4/08,,41.85,83.08,,3.2,,,,,,,,,,,,,,18.82,,,,,,,,,,,,4.72,,0.28,,,,
LE13,2008,4-Aug,8/4/08,,41.6751,83.1228,,3.4,,,,,,,,,,,,,,23.45,,,,,,,,,,,,2.9,,0.19,,,,
LE1,2008,3-Sep,9/3/08,,41.75,83.104,,0.6,,,,,,,,,,,,,,73.42,,,,,,,,,,,,23.91,,1.88,,,,
LE2,2008,3-Sep,9/3/08,,41.821,83.186,,1.2,,,,,,,,,,,,,,56.77,,,,,,,,,,,,58.8,,2.45,,,,
LE3,2008,3-Sep,9/3/08,,41.788,83.356,,0.3,,,,,,,,,,,,,,153.94,,,,,,,,,,,,87.15,,2.99,,,,
LE4,2008,3-Sep,9/3/08,,41.742,83.401,,0.3,,,,,,,,,,,,,,188.19,,,,,,,,,,,,98,,5.55,,,,
LE5,2008,3-Sep,9/3/08,,41.716,83.455,,0.2,,,,,,,,,,,,,,227.99,,,,,,,,,,,,175,,9.68,,,,
LE6,2008,3-Sep,9/3/08,,41.733,83.297,,0.6,,,,,,,,,,,,,,150.24,,,,,,,,,,,,132.53,,3.99,,,,
LE7,2008,3-Sep,9/3/08,,41.7155,83.2,,0.4,,,,,,,,,,,,,,101.19,,,,,,,,,,,,66.27,,3.38,,,,
LE8,2008,3-Sep,9/3/08,,41.8322,83.28,,1,,,,,,,,,,,,,,60.47,,,,,,,,,,,,36.31,,2.94,,,,
LE9,2008,3-Sep,9/3/08,,41.85,83.08,,2.3,,,,,,,,,,,,,,23.45,,,,,,,,,,,,8.93,,0.24,,,,
LE12,2008,3-Sep,9/3/08,,41.809,82.9833,,1.8,,,,,,,,,,,,,,32.7,,,,,,,,,,,,36.68,,3.11,,,,
LE13,2008,3-Sep,9/3/08,,41.6751,83.1228,,1.2,,,,,,,,,,,,,,35.48,,,,,,,,,,,,23.85,,2.82,,,,
LE1,2008,22-Sep,9/22/08,,41.75,83.104,,1,,,,,,,,,,,,,,62.83,,,,,,,,,,,,20.83,,0.63,,,,
LE2,2008,22-Sep,9/22/08,,41.821,83.186,,1.7,,,,,,,,,,,,,,50.67,,,,,,,,,,,,23.35,,0.55,,,,
LE3,2008,22-Sep,9/22/08,,41.788,83.356,,0.3,,,,,,,,,,,,,,188.19,,,,,,,,,,,,69.09,,1.41,,,,
LE4,2008,22-Sep,9/22/08,,41.742,83.401,,0.2,,,,,,,,,,,,,,181.64,,,,,,,,,,,,47.6,,2.48,,,,
LE5,2008,22-Sep,9/22/08,,41.716,83.455,,0.2,,,,,,,,,,,,,,232.15,,,,,,,,,,,,92.26,,3,,,,
LE6,2008,22-Sep,9/22/08,,41.733,83.297,,0.5,,,,,,,,,,,,,,108.67,,,,,,,,,,,,32.93,,1.73,,,,
LE7,2008,22-Sep,9/22/08,,41.7155,83.2,,0.4,,,,,,,,,,,,,,98.38,,,,,,,,,,,,26.23,,0.87,,,,
LE8,2008,22-Sep,9/22/08,,41.8322,83.28,,1.4,,,,,,,,,,,,,,59.09,,,,,,,,,,,,21.28,,0.76,,,,
LE9,2008,22-Sep,9/22/08,,41.85,83.08,,2.2,,,,,,,,,,,,,,25.41,,,,,,,,,,,,18.52,,0.02,,,,
LE13,2008,22-Sep,9/22/08,,41.6751,83.1228,,0.9,,,,,,,,,,,,,,63.77,,,,,,,,,,,,20.69,,0.62,,,,
WE5,2009,25-Jun,6/25/09,11:53,41.8027,83.2528,,4.7,27,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,0,0
WE6,2009,25-Jun,6/25/09,8:20,41.7097,83.3852,,0.4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0,0
WE7,2009,25-Jun,6/25/09,7:44,41.7655,83.4015,,2.1,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,75,7
WE8,2009,25-Jun,6/25/09,7:29,41.8342,83.3637,,1.5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,29,3
WE9,2009,25-Jun,6/25/09,8:06,41.7172,83.4215,,0.1,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0,0
KIWI S,2009,25-Jun,6/25/09,9:52,41.5913,82.712,,2.5,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0,0
PBWI S,2009,25-Jun,6/25/09,10:39,41.645,82.8102,,3,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0
WE1,2009,1-Jul,7/1/09,14:52,41.886,83.3322,3.5,3.5,23.2,,,,,,,,,,,,,25.15,14.37,7.33,77.97,1.01,1.59,28.16,,,0.2,0.07,,,,0.1,,,0,0
WE2,2009,1-Jul,7/1/09,10:33,41.7532,83.3187,5.4,2.3,22.7,,,,,,,,,,,,,13.93,4.56,0.59,9.38,0.9,1.9,33.14,,,0.23,0.07,,,,0,,,48,2
WE3,2009,1-Jul,7/1/09,14:39,41.8573,83.25,7.3,3,23.7,,,,,,,,,,,,,17.18,8.58,2.84,47.86,0.9,1.45,28.16,,,0.14,0.06,,,,0.02,,,0,0
WE4,2009,1-Jul,7/1/09,14:30,41.8343,83.1913,8.6,0.5,23.2,,,,,,,,,,,,,15.01,2.8,0.12,2.73,0.33,1.27,16.95,,,0.35,0.1,,,,0.01,,,0,0
WE5,2009,1-Jul,7/1/09,10:46,41.8042,83.258,7.6,2,22.7,,,,,,,,,,,,,12.85,5.82,1.02,30.02,0.9,1.15,26.91,,,0.16,0.06,,,,0,,,0,0
WE6,2009,1-Jul,7/1/09,10:07,41.704,83.3858,2.4,2,22.2,,,,,,,,,,,,,41.57,22.16,7.06,61.24,2.01,0.68,43.11,,,0.25,0.07,,,,0.4,,,37,2
WE7,2009,1-Jul,7/1/09,9:42,41.7665,83.4028,3.4,1.7,23,,,,,,,,,,,,,35.61,18.39,7.06,36.36,1.76,0.66,33.56,,,0.27,0.07,,,,2.7,,,0,0
WE8,2009,1-Jul,7/1/09,9:29,41.8335,83.3625,4.4,2,26.3,,,,,,,,,,,,,42.65,26.19,10.21,42.42,1.44,1.84,32.73,,,0.18,0.08,,,,0.06,,,56,3
WE9,2009,1-Jul,7/1/09,9:54,41.7175,83.4247,2.2,0.7,23.4,,,,,,,,,,,,,80.59,26.69,12.58,56.22,2.08,1.11,36.88,,,1.2,0.26,,,,1.42,,,77,6
KIWI S,2009,1-Jul,7/1/09,12:47,41.6447,82.811,,1,22.6,,,,,,,,,,,,,29.1,11.1,7.2,54.6,0.6,2.9,24.8,,,0.26,0.07,,,,0,,,0,0
PBWI S,2009,1-Jul,7/1/09,13:30,41.5925,82.7102,,1.7,22.3,,,,,,,,,,,,,13.9,4.8,1.1,15,0.5,4.1,25.3,,,0.21,0.07,,,,0.01,,,,
WE1,2009,7-Jul,7/7/09,8:45,41.8857,83.3328,2.7,0.5,22.3,,,,,,,,,,,,,25.31,6.07,0.9,33.36,0.45,1.47,33.14,,,,,,11.25,,0.03,,,21,2
WE2,2009,7-Jul,7/7/09,13:52,41.7545,83.3182,5.5,2,22.8,,,,,,,,,,,,,17.18,6.82,1.38,3.94,0.95,1.88,38.13,,,,,,0.47,,0.02,,,0,0
WE3,2009,7-Jul,7/7/09,8:57,41.8587,83.2635,7.1,3.5,21.8,,,,,,,,,,,,,12.3,3.05,0.2,8.27,0.36,0.01,19.02,,,,,,1.64,,0.01,,,49,5
WE4,2009,7-Jul,7/7/09,9:27,41.8332,83.1915,8.5,3,21.3,,,,,,,,,,,,,12.85,2.8,0.08,4.85,0.37,0.99,16.95,,,,,,1.62,,0,,,42,4
WE5,2009,7-Jul,7/7/09,9:11,41.8028,83.2558,7.5,2.5,22.1,,,,,,,,,,,,,13.93,3.55,0.08,10.5,0.32,1.11,19.44,,,,,,1.82,,0.4,,,129,11
WE6,2009,7-Jul,7/7/09,14:14,41.7062,83.3855,2.6,2,23,,,,,,,,,,,,,58.91,24.93,10.21,71.28,1.7,1.23,40.62,,,,,,3.56,,0.44,,,0,0
WE7,2009,7-Jul,7/7/09,14:29,41.7645,83.4,3.4,3,23.1,,,,,,,,,,,,,40.49,16.88,3.91,38.38,1.33,1.88,35.63,,,,,,6.07,,0.01,,,0,0
WE8,2009,7-Jul,7/7/09,14:55,41.8327,83.3633,4.5,4,23.2,,,,,,,,,,,,,34.52,21.41,1.55,82.43,1.17,2.24,32.31,,,,,,2.08,,0.04,,,0,0
WE9,2009,7-Jul,7/7/09,14:25,41.7177,83.423,2.1,0.7,23.2,,,,,,,,,,,,,31.82,19.15,3.91,81.87,1.1,1.78,42.69,,,,,,20.1,,1.54,,,20,1
PBWI S,2009,7-Jul,7/7/09,10:28,41.645,82.811,4.5,2,21.9,,,,,,,,,,,,,17.2,6.6,3.1,16.1,0.6,3.9,31.9,,,,,,2.87,,0.2,,,0,0
WE1,2009,14-Jul,7/14/09,13:27,41.8865,83.3333,2.8,2.5,23.6,,,,,,,,,,,,,16.64,4.31,0.71,7.15,0.34,1.78,30.65,,,,,,3.06,,0.01,,,1628,82
WE2,2009,14-Jul,7/14/09,9:24,41.7523,83.317,5.3,1.7,22.9,,,,,,,,,,,,,20.43,5.57,0.23,4.7,0.6,0.58,39.37,,,,,,10.01,,0.07,,,3245,162
WE3,2009,14-Jul,7/14/09,13:14,41.8595,83.2647,7.1,3.7,22.7,,,,,,,,,,,,,17.72,2.8,0.47,2.58,0.28,0.99,16.95,,,,,,0,,0.02,,,324,16
WE4,2009,14-Jul,7/14/09,13:05,41.8337,83.1912,8.5,3,22.8,,,,,,,,,,,,,9.59,2.55,0.35,1.82,0.32,1.13,14.04,,,,,,1.37,,0,,,2286,115
WE5,2009,14-Jul,7/14/09,9:12,41.8047,83.255,7.5,3.5,22.4,,,,,,,,,,,,,15.56,4.56,0.2,12.17,0.36,1.05,19.02,,,,,,0.55,,0,,,1297,65
WE6,2009,14-Jul,7/14/09,9:50,41.7038,83.3862,2.3,1,23.1,,,,,,,,,,,,,62.71,9.34,1.26,2.42,1.76,0.52,41.86,,,,,,28.49,,2.9,,,5187,259
WE7,2009,14-Jul,7/14/09,8:48,41.763,83.403,3.4,1.9,22.9,,,,,,,,,,,,,22.06,4.56,1.18,14.4,0.88,0.54,30.65,,,,,,6.47,,0.7,,,4215,211
WE8,2009,14-Jul,7/14/09,8:27,41.8325,83.3627,,2.3,23.9,,,,,,,,,,,,,23.69,6.57,0.71,22.77,0.75,1.35,30.65,,,,,,4.47,,0.88,,,0,0
WE9,2009,14-Jul,7/14/09,9:39,41.7162,83.4257,2.2,0.5,23.5,,,,,,,,,,,,,199.48,9.84,1.1,2.12,1.74,1.09,39.37,,,,,,128.43,,10.28,,,2796,143
KIWI S,2009,14-Jul,7/14/09,11:17,41.5927,82.7103,,1.9,22.9,,,,,,,,,,,,,19.9,8.1,0.5,11.1,0.4,3.7,29.8,,,,,,0.74,,3.6,,,23,2
PBWI S,2009,14-Jul,7/14/09,11:43,41.6453,82.8102,4.7,2,23,,,,,,,,,,,,,18.8,6.6,2,28.3,0.5,3.2,26.9,,,,,,3,,1.6,,,,
WE1,2009,21-Jul,7/21/09,15:36,41.8845,83.3317,3,1.3,24,,,,,,,,,,,,,35.67,8.84,1.14,1.52,0.56,1.14,29.07,,,1.19,0.21,,11.72,,1.8,,,0,0
WE2,2009,21-Jul,7/21/09,9:53,41.7537,83.3192,5.5,1.4,22.8,,,,,,,,,,,,,27.09,8.84,0.39,2.88,0.63,0.35,26.36,,,1.3,0.23,,19.15,,0.92,,,17523,876
WE3,2009,21-Jul,7/21/09,15:21,41.8597,83.264,7,2.5,23.1,,,,,,,,,,,,,16.99,4.73,0.39,3.64,0.27,1.57,19.01,,,0.53,0.11,,5.65,,0.19,,,0,0
WE4,2009,21-Jul,7/21/09,11:12,41.8338,83.1913,8.4,4.3,22.7,,,,,,,,,,,,,5.88,2.97,0.39,2.27,0.27,1.25,15.15,,,0.16,0.04,,0.35,,4,,,0,0
WE5,2009,21-Jul,7/21/09,10:57,41.8045,83.256,7.6,2.8,22.9,,,,,,,,,,,,,9.41,2.97,0.23,3.79,0.29,1.19,16.69,,,0.21,0.04,,0.59,,0.01,,,0,0
WE6,2009,21-Jul,7/21/09,10:31,41.7052,83.3865,2.6,0.8,22.9,,,,,,,,,,,,,1.84,8.55,0.71,3.94,0.64,0.78,35.25,,,2.06,0.35,,21.67,,6.02,,,70302,3519
WE7,2009,21-Jul,7/21/09,9:01,41.764,83.4025,3.6,1.5,23,,,,,,,,,,,,,56.88,4.44,2.48,8.27,0.32,0.73,0,,,2.15,0.35,,28.99,,4.3,,,17519,876
WE8,2009,21-Jul,7/21/09,8:43,41.8315,83.365,4.5,2.5,22.6,,,,,,,,,,,,,39.71,5.91,1.54,8.27,0.44,1.23,31.39,,,1.52,0.26,,20.15,,3.05,,,8760,438
WE9,2009,21-Jul,7/21/09,10:51,41.7165,83.4258,2.3,0.5,23.5,,,,,,,,,,,,,93.75,8.25,0.94,11.61,1.33,0.83,39.9,,,3.92,0.68,,53.27,,2.11,,,98994,4957
KIWI S,2009,21-Jul,7/21/09,8:00,41.5925,82.7108,,1.5,22.7,,,,,,,,,,,,,28.6,7.1,1.9,16.6,0.5,1,23.7,,,,,,1.64,,0.05,,,2284,119
PBWI S,2009,21-Jul,7/21/09,10:15,41.6432,82.8125,,2.5,22.9,,,,,,,,,,,,,18,10,3.9,38.4,0.4,2.3,20.6,,,,,,1.45,,0.02,,,16,2
WE2,2009,22-Jul,7/22/09,9:40,41.7538,83.3193,5.4,1.3,22.9,,,,,,,,,,,,,21.53,5.03,3.66,48.48,0.35,0.46,25.2,,,1.34,0.11,,15.45,,0.98,,,4835,249
WE3,2009,22-Jul,7/22/09,10:30,41.855,83.2583,7.2,1.8,22.7,,,,,,,,,,,,,18,4.15,,,,1.28,18.63,,,0.72,0.06,,7.39,,0.84,,,1088,54
WE4,2009,22-Jul,7/22/09,10:10,41.8342,83.1913,,2.5,22.2,,,,,,,,,,,,,8.4,1.8,,,,1.69,20.95,,,0.28,0.08,,2.25,,0.8,,,0,0
WE5,2009,22-Jul,7/22/09,10:00,41.805,83.256,7.2,2,22.6,,,,,,,,,,,,,20.02,4.15,,,,1.26,34.09,,,0.5,0.13,,5.36,,0.58,,,0,0
WE6,2009,22-Jul,7/22/09,9:29,41.7045,83.3865,2.3,0.9,23.3,,,,,,,,,,,,,72.03,8.55,0.23,58.45,0.65,0.23,35.25,,,,,,47.58,,6.79,,,9126,471
WE7,2009,22-Jul,7/22/09,9:06,41.7645,83.403,3.3,1,22.9,,,,,,,,,,,,,24.56,5.32,,,,0.74,27.52,,,,,,9.45,,3.2,,,8097,412
WE8,2009,22-Jul,7/22/09,8:47,41.8365,83.3628,4.1,0.9,22.9,,,,,,,,,,,,,25.57,6.49,,,,1.08,24.04,,,,,,7.61,,0.87,,,544,27
WE9,2009,22-Jul,7/22/09,9:20,41.7175,83.4245,2,0.4,23.2,,,,,,,,,,,,,86.68,7.96,,,,0.24,34.87,,,,,,36.08,,6.04,,,8641,439
WE1,2009,3-Aug,8/3/09,13:07,41.8855,83.332,,0.6,27,,,,,,,,,,,,,46.28,7.08,0.67,3.79,0.08,0.24,39.12,,,2.35,0.34,,23.38,,1.62,,,2970,151
WE2,2009,3-Aug,8/3/09,12:05,41.7532,83.3197,5,0.5,23.5,,,,,,,,,,,,,47.79,6.79,0.51,2.12,0.16,0.31,29.45,,,4.04,0.65,,38.25,,4.05,,,31424,1666
WE3,2009,3-Aug,8/3/09,12:54,41.857,83.2597,7,,23.4,,,,,,,,,,,,,25.07,5.91,0.55,6.04,0.11,0.53,24.81,,,0.93,0.18,,9.34,,0.91,,,0,0
WE4,2009,3-Aug,8/3/09,12:39,41.8345,83.193,8.3,,23,,,,,,,,,,,,,23.55,5.03,0.71,4.55,0.14,0.99,19.01,,,0.85,0.16,,3.9,,0.94,,,2995,163
WE5,2009,3-Aug,8/3/09,12:21,41.8045,83.2565,7.4,,23,,,,,,,,,,,,,14.46,3.56,0.16,2.27,0.11,1.34,16.69,,,0.73,0.14,,4.23,,0.92,,,2273,116
WE6,2009,3-Aug,8/3/09,11:51,41.7045,83.3872,2.3,0.8,23.2,,,,,,,,,,,,,36.68,7.96,0.79,1.67,0.13,0.53,34.09,,,,,,37.98,,9.34,,,34861,1816
WE7,2009,3-Aug,8/3/09,11:26,41.7645,83.4017,3.9,2.5,23.2,,,,,,,,,,,,,25.07,4.44,0.43,2.12,0.17,0.51,21.72,,,,,,5.36,,0.96,,,10666,547
WE8,2009,3-Aug,8/3/09,10:40,41.8372,83.3633,4,2,23.1,,,,,,,,,,,,,23.05,5.61,1.1,18.31,0.09,0.48,25.59,,,,,,5.05,,0.65,,,10666,547
WE9,2009,3-Aug,8/3/09,11:40,41.7178,83.4235,1.9,0.5,23.6,,,,,,,,,,,,,63.45,7.08,1.34,2.12,0.09,0.39,31.39,,,,,,12.75,,5.14,,,18880,966
KIWI S,2009,3-Aug,8/3/09,11:35,41.5925,82.7108,,1.1,23,,,,,,,,,,,,,22.54,5.03,5.49,86.89,0.48,1.57,20.17,,,,,,0.87,,0.64,,,2982,152
PBWI S,2009,3-Aug,8/3/09,11:00,41.6432,82.8125,,1.4,23.4,,,,,,,,,,,,,29.1,17.1,13.4,18.9,0.1,1.5,22.5,,,,,,0.86,,0.06,,,0,0
WE2,2009,11-Aug,8/11/09,14:33,41.7547,83.321,5.4,0.8,24.9,,,,,,,,,,,,,,,0.27,14.52,0.08,0.89,22.76,,,1.79,0.32,3.76,21.95,5.16,2.68,,,25703,1462
WE3,2009,11-Aug,8/11/09,11:18,41.859,83.2667,7.1,1.4,24.6,,,,,,,,,,,,,,,0.04,5.61,0.12,0.87,28.57,,,1.53,0.29,25.62,24.26,26.12,2.38,,,14618,851
WE4,2009,11-Aug,8/11/09,11:27,41.8337,83.1902,8.4,1.6,24.7,,,,,,,,,,,,,,,0.08,11.18,0.08,0.21,35.63,,,1.51,0.26,13.26,22.94,11.42,1.43,,,5351,318
WE5,2009,11-Aug,8/11/09,14:20,41.8,83.2562,7.7,1.3,24.8,,,,,,,,,,,,,,,0.35,8.95,0.13,1.27,22.76,,,1.63,0.29,16.8,22.88,15.45,1.49,,,12832,705
WE6,2009,11-Aug,8/11/09,14:50,41.7047,83.3873,2.4,0.6,26.9,,,,,,,,,,,,,,,0.08,4.5,0.11,0.25,39.79,,,4.4,0.77,53.2,17.41,50.65,11.97,,,60350,3345
WE7,2009,11-Aug,8/11/09,15:10,41.7502,83.4025,3.4,1.3,25,,,,,,,,,,,,,,,0.39,10.06,0.1,0.86,27.74,,,1.09,0.14,3.71,12.35,5.17,1.2,,,17549,922
WE8,2009,11-Aug,8/11/09,11:05,41.8367,83.3605,4.5,0.8,25.1,,,,,,,,,,,,,,,0.63,3.5,0.11,0.93,36.05,,,2.57,0.4,11.58,16.5,14.6,28.08,,,48388,2627
WE9,2009,11-Aug,8/11/09,15:00,41.7177,83.4237,2.2,0.4,25.5,,,,,,,,,,,,,,,2.17,4,0.12,1.1,45.6,,,2.28,0.16,29,57.61,30.2,22.9,,,79540,4323
KIWI S,2009,11-Aug,8/11/09,12:45,41.5925,82.7108,4,1.4,24.2,,,,,,,,,,,,,,,3.7,58.55,0.22,1.86,37.3,,,0.47,0.06,2.65,4.18,2.48,0.06,,,5,0
PBWI S,2009,11-Aug,8/11/09,12:12,41.6453,82.8108,4.4,1.8,24.4,,,,,,,,,,,,,,,0.39,24,0.22,1.45,31.9,,,0.48,0.08,4.31,0.59,4.58,0.14,,,0,0
WE1,2009,19-Aug,8/19/09,11:14,41.8852,83.3331,2.2,1,26.7,,,,,,,,,,,,,,,,,,,,,,1.12,0.21,14.34,18.28,7.78,0.8,,,18738,1199
WE2,2009,19-Aug,8/19/09,11:55,41.754,83.3187,5,1,25.9,,,,,,,,,,,,,,,,,,,,,,0.57,0.12,4.12,4.74,2.25,0.9,,,235,15
WE3,2009,19-Aug,8/19/09,10:45,41.8595,83.2638,6.3,1.5,25.7,,,,,,,,,,,,,,,,,,,,,,2.1,0.41,36.48,23.94,44.22,3.3,,,11478,705
WE4,2009,19-Aug,8/19/09,11:33,41.8318,83.1968,8,2,25.6,,,,,,,,,,,,,,,,,,,,,,1.07,0.22,9.84,12.05,14.3,2,,,544,34
WE5,2009,19-Aug,8/19/09,11:40,41.8043,83.2557,8.1,1.5,25.7,,,,,,,,,,,,,,,,,,,,,,1.9,0.34,68.4,19.7,26.91,4.7,,,3590,204
WE6,2009,19-Aug,8/19/09,12:10,41.7048,83.3862,3,0.5,26.6,,,,,,,,,,,,,,,,,,,,,,2.69,0.46,17.76,28.96,7.19,5.7,,,19764,1249
WE7,2009,19-Aug,8/19/09,12:40,41.7638,83.4032,4.9,1.3,26,,,,,,,,,,,,,,,,,,,,,,1.2,0.25,1.75,16.6,4.29,1.1,,,3435,221
WE8,2009,19-Aug,8/19/09,10:30,41.834,83.363,4.6,2,25.6,,,,,,,,,,,,,,,,,,,,,,1.5,0.32,9.13,11.95,4.47,0.9,,,4140,267
WE9,2009,19-Aug,8/19/09,12:20,41.7177,83.4237,2.3,0.5,26.3,,,,,,,,,,,,,,,,,,,,,,1.08,0.24,13.8,18.91,9.08,3.8,,,14459,910
KIWI S,2009,19-Aug,8/19/09,12:09,41.5925,82.7108,3,1.8,26.7,,,,,,,,,,,,,,,,,,,,,,0.47,0.12,0.97,3.4,2.14,0.1,,,222,17
PBWI S,2009,19-Aug,8/19/09,13:00,41.6453,82.8108,2.5,1.8,25.9,,,,,,,,,,,,,,,,,,,,,,0.52,0.12,1.31,3.5,1.75,0.1,,,257,25
WE1,2009,26-Aug,8/26/09,14:59,41.8852,83.3331,,0.6,26.7,,,,,,,,,,,,,54.86,10.89,0.27,6.72,0.11,1.67,51.42,,,2.5,0.4,4.84,18.07,4.8,0.63,,,,
WE2,2009,26-Aug,8/26/09,9:33,41.754,83.3187,,1.3,23.4,,,,,,,,,,,,,23.05,6.79,1.81,26.78,0.15,2.02,22.34,,,0.64,0.14,4.38,5.45,4.14,0.46,,,,
WE3,2009,26-Aug,8/26/09,10:53,41.8595,83.2638,,1.8,23.7,,,,,,,,,,,,,27.09,6.79,1.22,5.05,0.13,1.63,21.51,,,0.82,0.17,15.6,11.83,12.27,0.71,,,,
WE4,2009,26-Aug,8/26/09,11:26,41.8318,83.1968,,1.3,23.9,,,,,,,,,,,,,37.19,7.96,1.69,3.5,0.11,1.84,34.8,,,1.51,0.25,9.12,19.31,14.34,0.8,,,,
WE5,2009,26-Aug,8/26/09,11:08,41.8043,83.2557,,1.3,23.8,,,,,,,,,,,,,28.1,5.03,0.47,4,0.11,1.63,14.04,,,1.22,0.22,12.36,9.19,10.52,0.06,,,,
WE6,2009,26-Aug,8/26/09,10:07,41.7048,83.3862,,0.6,22.7,,,,,,,,,,,,,64.46,13.83,5.16,12.85,0.13,1.48,15.28,,,1.97,0.43,36.6,29.43,25.89,1.26,,,,
WE7,2009,26-Aug,8/26/09,9:09,41.7638,83.4032,,0.6,22.8,,,,,,,,,,,,,50.82,218.03,4.96,22.88,0.15,1.93,12.79,,,1.46,0.33,7.37,19.02,7.46,2.83,,,,
WE8,2009,26-Aug,8/26/09,8:54,41.834,83.363,,0.8,23.7,,,,,,,,,,,,,40.72,6.79,1.42,9.51,0.11,1.63,19.02,,,1.44,0.29,11.72,17.53,8.05,1.71,,,,
WE9,2009,26-Aug,8/26/09,9:53,41.7177,83.4237,,0.5,23.5,,,,,,,,,,,,,124.51,37.59,14.96,26.78,0.32,1.35,26.5,,,3.65,0.78,726,40.1,233.79,3.07,,,,
KIWI S,2009,26-Aug,8/26/09,12:08,41.5925,82.7108,,1.5,21.5,,,,,,,,,,,,,19.5,4.4,0.7,35.7,0.1,1.6,22.8,,,0.46,0.1,2.9,0.64,1.52,0.14,,,,
PBWI S,2009,26-Aug,8/26/09,11:30,41.6453,82.8108,,1.4,21.5,,,,,,,,,,,,,24.6,8.5,2.6,14,0.1,2.5,26.1,,,0.43,0.12,1.35,0.06,1.22,0.47,,,,
WE1,2009,1-Sep,9/1/09,10:07,41.8852,83.3331,3.5,0.8,21.2,,,,,,,,,,,,,,,,,,,,,,,,2.87,9.94,2.15,0.22,,,1885,120
WE2,2009,1-Sep,9/1/09,11:14,41.754,83.3187,5.4,0.8,21.2,,,,,,,,,,,,,,,,,,,,,,,,1.9,19.5,1.47,0.87,,,1106,55
WE3,2009,1-Sep,9/1/09,10:18,41.8595,83.2638,7.3,1.6,20.8,,,,,,,,,,,,,,,,,,,,,,,,1.62,6.64,1.58,0.09,,,1297,84
